Data,País,Visualizações
2025-08-15,AD,0
2025-08-16,AD,0
2025-08-17,AD,0
2025-08-18,AD,0
2025-08-19,AD,0
2025-08-20,AD,0
2025-08-21,AD,0
2025-08-22,AD,0
2025-08-23,AD,0
2025-08-24,AD,0
2025-08-25,AD,0
2025-08-26,AD,0
2025-08-27,AD,0
2025-08-28,AD,0
2025-08-29,AD,0
2025-08-30,AD,0
2025-08-31,AD,0
2025-09-01,AD,0
2025-09-02,AD,0
2025-09-03,AD,0
2025-09-04,AD,0
2025-09-05,AD,0
2025-09-06,AD,0
2025-09-07,AD,0
2025-09-08,AD,0
2025-09-09,AD,0
2025-09-10,AD,0
2025-09-11,AD,0
2025-09-12,AD,0
2025-09-13,AD,0
2025-09-14,AD,0
2025-09-15,AD,0
2025-09-16,AD,0
2025-09-17,AD,0
2025-09-18,AD,0
2025-09-19,AD,0
2025-09-20,AD,0
2025-09-21,AD,0
2025-09-22,AD,0
2025-09-23,AD,0
2025-09-24,AD,0
2025-09-25,AD,0
2025-09-26,AD,0
2025-09-27,AD,0
2025-09-28,AD,0
2025-09-29,AD,0
2025-09-30,AD,0
2025-10-01,AD,0
2025-10-02,AD,0
2025-10-03,AD,0
2025-10-04,AD,0
2025-10-05,AD,0
2025-10-06,AD,0
2025-10-07,AD,0
2025-10-08,AD,0
2025-10-09,AD,0
2025-10-10,AD,0
2025-10-11,AD,0
2025-10-12,AD,0
2025-10-13,AD,0
2025-10-14,AD,0
2025-10-15,AD,0
2025-10-16,AD,0
2025-10-17,AD,0
2025-10-18,AD,0
2025-10-19,AD,0
2025-10-20,AD,0
2025-10-21,AD,0
2025-10-22,AD,0
2025-10-23,AD,0
2025-10-24,AD,0
2025-10-25,AD,0
2025-10-26,AD,0
2025-10-27,AD,0
2025-10-28,AD,0
2025-10-29,AD,0
2025-10-30,AD,0
2025-10-31,AD,0
2025-11-01,AD,0
2025-11-02,AD,0
2025-11-03,AD,0
2025-11-04,AD,0
2025-11-05,AD,0
2025-11-06,AD,0
2025-11-07,AD,0
2025-11-08,AD,0
2025-11-09,AD,0
2025-11-10,AD,0
2025-11-11,AD,0
2025-11-12,AD,0
2025-11-13,AD,0
2025-11-14,AD,0
2025-11-15,AD,0
2025-11-16,AD,0
2025-11-17,AD,0
2025-11-18,AD,0
2025-11-19,AD,0
2025-11-20,AD,0
2025-11-21,AD,0
2025-11-22,AD,0
2025-11-23,AD,0
2025-11-24,AD,0
2025-11-25,AD,0
2025-11-26,AD,0
2025-11-27,AD,0
2025-11-28,AD,0
2025-11-29,AD,0
2025-11-30,AD,0
2025-12-01,AD,0
2025-12-02,AD,0
2025-12-03,AD,0
2025-12-04,AD,0
2025-12-05,AD,0
2025-12-06,AD,0
2025-12-07,AD,0
2025-12-08,AD,0
2025-12-09,AD,0
2025-12-10,AD,0
2025-12-11,AD,0
2025-12-12,AD,0
2025-12-13,AD,0
2025-12-14,AD,0
2025-12-15,AD,0
2025-12-16,AD,0
2025-12-17,AD,0
2025-12-18,AD,0
2025-12-19,AD,0
2025-12-20,AD,0
2025-12-21,AD,0
2025-12-22,AD,0
2025-12-23,AD,0
2025-12-24,AD,0
2025-12-25,AD,0
2025-12-26,AD,0
2025-12-27,AD,0
2025-12-28,AD,0
2025-12-29,AD,0
2025-12-30,AD,0
2025-12-31,AD,0
2026-01-01,AD,0
2026-01-02,AD,0
2026-01-03,AD,0
2026-01-04,AD,0
2026-01-05,AD,0
2026-01-06,AD,0
2026-01-07,AD,0
2026-01-08,AD,0
2026-01-09,AD,0
2026-01-10,AD,0
2026-01-11,AD,0
2026-01-12,AD,0
2026-01-13,AD,0
2026-01-14,AD,0
2026-01-15,AD,0
2026-01-16,AD,0
2026-01-17,AD,0
2026-01-18,AD,0
2026-01-19,AD,0
2026-01-20,AD,0
2026-01-21,AD,0
2026-01-22,AD,0
2026-01-23,AD,0
2026-01-24,AD,0
2026-01-25,AD,0
2026-01-26,AD,0
2026-01-27,AD,0
2026-01-28,AD,0
2026-01-29,AD,0
2026-01-30,AD,0
2026-01-31,AD,0
2026-02-01,AD,0
2026-02-02,AD,0
2026-02-03,AD,0
2026-02-04,AD,0
2026-02-05,AD,0
2026-02-06,AD,0
2026-02-07,AD,0
2026-02-08,AD,0
2026-02-09,AD,0
2026-02-10,AD,0
2026-02-11,AD,0
2026-02-12,AD,0
2026-02-13,AD,0
2026-02-14,AD,0
2026-02-15,AD,0
2026-02-16,AD,0
2026-02-17,AD,0
2026-02-18,AD,0
2026-02-19,AD,0
2026-02-20,AD,0
2026-02-21,AD,0
2026-02-22,AD,39
2026-02-23,AD,19
2026-02-24,AD,21
2026-02-25,AD,45
2026-02-26,AD,54
2026-02-27,AD,0
2026-02-28,AD,0
2026-03-01,AD,20
2026-03-02,AD,0
2026-03-03,AD,0
2026-03-04,AD,0
2026-03-05,AD,0
2026-03-06,AD,0
2026-03-07,AD,0
2026-03-08,AD,0
2026-03-09,AD,0
2026-03-10,AD,0
2026-03-11,AD,0
2026-03-12,AD,0
2026-03-13,AD,0
2026-03-14,AD,0
2026-03-15,AD,27
2026-03-16,AD,22
2026-03-17,AD,27
2026-03-18,AD,0
2026-03-19,AD,0
2026-03-20,AD,0
2026-03-21,AD,0
2026-03-22,AD,0
2026-03-23,AD,0
2026-03-24,AD,0
2026-03-25,AD,0
2026-03-26,AD,0
2026-03-27,AD,0
2026-03-28,AD,0
2026-03-29,AD,0
2026-03-30,AD,0
2026-03-31,AD,0
2026-04-01,AD,19
2026-04-02,AD,27
2026-04-03,AD,0
2026-04-04,AD,0
2026-04-05,AD,20
2026-04-06,AD,0
2026-04-07,AD,0
2026-04-08,AD,0
2026-04-09,AD,0
2026-04-10,AD,0
2026-04-11,AD,0
2026-04-12,AD,0
2025-04-13,AO,0
2025-04-14,AO,0
2025-04-15,AO,0
2025-04-16,AO,29
2025-04-17,AO,0
2025-04-18,AO,0
2025-04-19,AO,0
2025-04-20,AO,0
2025-04-21,AO,0
2025-04-22,AO,0
2025-04-23,AO,0
2025-04-24,AO,0
2025-04-25,AO,0
2025-04-26,AO,0
2025-04-27,AO,0
2025-04-28,AO,0
2025-04-29,AO,0
2025-04-30,AO,0
2025-05-01,AO,0
2025-05-02,AO,0
2025-05-03,AO,0
2025-05-04,AO,0
2025-05-05,AO,0
2025-05-06,AO,0
2025-05-07,AO,0
2025-05-08,AO,0
2025-05-09,AO,0
2025-05-10,AO,0
2025-05-11,AO,0
2025-05-12,AO,0
2025-05-13,AO,0
2025-05-14,AO,0
2025-05-15,AO,0
2025-05-16,AO,0
2025-05-17,AO,0
2025-05-18,AO,0
2025-05-19,AO,0
2025-05-20,AO,0
2025-05-21,AO,0
2025-05-22,AO,0
2025-05-23,AO,0
2025-05-24,AO,0
2025-05-25,AO,0
2025-05-26,AO,0
2025-05-27,AO,0
2025-05-28,AO,0
2025-05-29,AO,0
2025-05-30,AO,0
2025-05-31,AO,0
2025-06-01,AO,0
2025-06-02,AO,0
2025-06-03,AO,0
2025-06-04,AO,0
2025-06-05,AO,0
2025-06-06,AO,0
2025-06-07,AO,0
2025-06-08,AO,0
2025-06-09,AO,0
2025-06-10,AO,0
2025-06-11,AO,0
2025-06-12,AO,0
2025-06-13,AO,0
2025-06-14,AO,0
2025-06-15,AO,0
2025-06-16,AO,0
2025-06-17,AO,0
2025-06-18,AO,0
2025-06-19,AO,0
2025-06-20,AO,0
2025-06-21,AO,0
2025-06-22,AO,0
2025-06-23,AO,0
2025-06-24,AO,0
2025-06-25,AO,0
2025-06-26,AO,0
2025-06-27,AO,0
2025-06-28,AO,0
2025-06-29,AO,0
2025-06-30,AO,0
2025-07-01,AO,0
2025-07-02,AO,0
2025-07-03,AO,0
2025-07-04,AO,0
2025-07-05,AO,0
2025-07-06,AO,0
2025-07-07,AO,0
2025-07-08,AO,0
2025-07-09,AO,0
2025-07-10,AO,0
2025-07-11,AO,0
2025-07-12,AO,0
2025-07-13,AO,0
2025-07-14,AO,0
2025-07-15,AO,0
2025-07-16,AO,0
2025-07-17,AO,0
2025-07-18,AO,0
2025-07-19,AO,0
2025-07-20,AO,0
2025-07-21,AO,0
2025-07-22,AO,0
2025-07-23,AO,0
2025-07-24,AO,0
2025-07-25,AO,0
2025-07-26,AO,0
2025-07-27,AO,0
2025-07-28,AO,0
2025-07-29,AO,0
2025-07-30,AO,0
2025-07-31,AO,0
2025-08-01,AO,0
2025-08-02,AO,0
2025-08-03,AO,0
2025-08-04,AO,0
2025-08-05,AO,0
2025-08-06,AO,0
2025-08-07,AO,0
2025-08-08,AO,0
2025-08-09,AO,0
2025-08-10,AO,0
2025-08-11,AO,0
2025-08-12,AO,0
2025-08-13,AO,0
2025-08-14,AO,0
2025-08-15,AO,0
2025-08-16,AO,0
2025-08-17,AO,0
2025-08-18,AO,0
2025-08-19,AO,0
2025-08-20,AO,0
2025-08-21,AO,0
2025-08-22,AO,0
2025-08-23,AO,0
2025-08-24,AO,0
2025-08-25,AO,0
2025-08-26,AO,0
2025-08-27,AO,0
2025-08-28,AO,0
2025-08-29,AO,0
2025-08-30,AO,0
2025-08-31,AO,0
2025-09-01,AO,0
2025-09-02,AO,0
2025-09-03,AO,0
2025-09-04,AO,0
2025-09-05,AO,0
2025-09-06,AO,0
2025-09-07,AO,0
2025-09-08,AO,0
2025-09-09,AO,0
2025-09-10,AO,0
2025-09-11,AO,0
2025-09-12,AO,0
2025-09-13,AO,0
2025-09-14,AO,0
2025-09-15,AO,0
2025-09-16,AO,0
2025-09-17,AO,0
2025-09-18,AO,0
2025-09-19,AO,0
2025-09-20,AO,0
2025-09-21,AO,0
2025-09-22,AO,0
2025-09-23,AO,0
2025-09-24,AO,0
2025-09-25,AO,0
2025-09-26,AO,0
2025-09-27,AO,0
2025-09-28,AO,0
2025-09-29,AO,0
2025-09-30,AO,0
2025-10-01,AO,0
2025-10-02,AO,0
2025-10-03,AO,0
2025-10-04,AO,0
2025-10-05,AO,0
2025-10-06,AO,0
2025-10-07,AO,17
2025-10-08,AO,43
2025-10-09,AO,39
2025-10-10,AO,0
2025-10-11,AO,0
2025-10-12,AO,0
2025-10-13,AO,0
2025-10-14,AO,0
2025-10-15,AO,0
2025-10-16,AO,0
2025-10-17,AO,0
2025-10-18,AO,0
2025-10-19,AO,0
2025-10-20,AO,0
2025-10-21,AO,0
2025-10-22,AO,0
2025-10-23,AO,0
2025-10-24,AO,0
2025-10-25,AO,0
2025-10-26,AO,0
2025-10-27,AO,0
2025-10-28,AO,0
2025-10-29,AO,0
2025-10-30,AO,0
2025-10-31,AO,0
2025-11-01,AO,0
2025-11-02,AO,0
2025-11-03,AO,0
2025-11-04,AO,0
2025-11-05,AO,0
2025-11-06,AO,0
2025-11-07,AO,0
2025-11-08,AO,0
2025-11-09,AO,0
2025-11-10,AO,0
2025-11-11,AO,0
2025-11-12,AO,0
2025-11-13,AO,0
2025-11-14,AO,0
2025-11-15,AO,0
2025-11-16,AO,0
2025-11-17,AO,0
2025-11-18,AO,0
2025-11-19,AO,0
2025-11-20,AO,0
2025-11-21,AO,0
2025-11-22,AO,0
2025-11-23,AO,0
2025-11-24,AO,0
2025-11-25,AO,0
2025-11-26,AO,0
2025-11-27,AO,0
2025-11-28,AO,0
2025-11-29,AO,0
2025-11-30,AO,0
2025-12-01,AO,0
2025-12-02,AO,0
2025-12-03,AO,0
2025-12-04,AO,0
2025-12-05,AO,0
2025-12-06,AO,0
2025-12-07,AO,0
2025-12-08,AO,0
2025-12-09,AO,0
2025-12-10,AO,0
2025-12-11,AO,0
2025-12-12,AO,0
2025-12-13,AO,0
2025-12-14,AO,0
2025-12-15,AO,0
2025-12-16,AO,0
2025-12-17,AO,0
2025-12-18,AO,0
2025-12-19,AO,0
2025-12-20,AO,0
2025-12-21,AO,0
2025-12-22,AO,0
2025-12-23,AO,0
2025-12-24,AO,0
2025-12-25,AO,0
2025-12-26,AO,0
2025-12-27,AO,0
2025-12-28,AO,0
2025-12-29,AO,0
2025-12-30,AO,0
2025-12-31,AO,0
2026-01-01,AO,0
2026-01-02,AO,0
2026-01-03,AO,0
2026-01-04,AO,0
2026-01-05,AO,0
2026-01-06,AO,0
2026-01-07,AO,0
2026-01-08,AO,0
2026-01-09,AO,0
2026-01-10,AO,0
2026-01-11,AO,0
2026-01-12,AO,0
2026-01-13,AO,0
2026-01-14,AO,0
2026-01-15,AO,0
2026-01-16,AO,0
2026-01-17,AO,0
2026-01-18,AO,0
2026-01-19,AO,0
2026-01-20,AO,0
2026-01-21,AO,0
2026-01-22,AO,0
2026-01-23,AO,0
2026-01-24,AO,0
2026-01-25,AO,0
2026-01-26,AO,0
2026-01-27,AO,0
2026-01-28,AO,0
2026-01-29,AO,0
2026-01-30,AO,0
2026-01-31,AO,0
2026-02-01,AO,0
2026-02-02,AO,0
2026-02-03,AO,0
2026-02-04,AO,0
2026-02-05,AO,0
2026-02-06,AO,0
2026-02-07,AO,0
2026-02-08,AO,0
2026-02-09,AO,0
2026-02-10,AO,0
2026-02-11,AO,0
2026-02-12,AO,0
2026-02-13,AO,0
2026-02-14,AO,0
2026-02-15,AO,0
2026-02-16,AO,0
2026-02-17,AO,0
2026-02-18,AO,0
2026-02-19,AO,0
2026-02-20,AO,0
2026-02-21,AO,0
2026-02-22,AO,0
2026-02-23,AO,0
2026-02-24,AO,0
2026-02-25,AO,0
2026-02-26,AO,0
2026-02-27,AO,0
2026-02-28,AO,0
2026-03-01,AO,0
2026-03-02,AO,0
2026-03-03,AO,0
2026-03-04,AO,0
2026-03-05,AO,0
2026-03-06,AO,0
2026-03-07,AO,0
2026-03-08,AO,0
2026-03-09,AO,0
2026-03-10,AO,0
2026-03-11,AO,0
2026-03-12,AO,0
2026-03-13,AO,0
2026-03-14,AO,0
2026-03-15,AO,0
2026-03-16,AO,0
2026-03-17,AO,0
2026-03-18,AO,0
2026-03-19,AO,0
2026-03-20,AO,0
2026-03-21,AO,0
2026-03-22,AO,0
2026-03-23,AO,0
2026-03-24,AO,0
2026-03-25,AO,0
2026-03-26,AO,0
2026-03-27,AO,0
2026-03-28,AO,0
2026-03-29,AO,0
2026-03-30,AO,0
2026-03-31,AO,0
2026-04-01,AO,0
2026-04-02,AO,0
2026-04-03,AO,0
2026-04-04,AO,0
2026-04-05,AO,0
2026-04-06,AO,0
2026-04-07,AO,0
2026-04-08,AO,0
2026-04-09,AO,0
2026-04-10,AO,0
2026-04-11,AO,0
2026-04-12,AO,0
2025-04-13,AR,934
2025-04-14,AR,64
2025-04-15,AR,118
2025-04-16,AR,2905
2025-04-17,AR,146
2025-04-18,AR,891
2025-04-19,AR,821
2025-04-20,AR,149
2025-04-21,AR,120
2025-04-22,AR,205
2025-04-23,AR,242
2025-04-24,AR,244
2025-04-25,AR,392
2025-04-26,AR,111
2025-04-27,AR,189
2025-04-28,AR,159
2025-04-29,AR,55
2025-04-30,AR,164
2025-05-01,AR,239
2025-05-02,AR,41
2025-05-03,AR,45
2025-05-04,AR,434
2025-05-05,AR,66
2025-05-06,AR,106
2025-05-07,AR,281
2025-05-08,AR,392
2025-05-09,AR,34
2025-05-10,AR,95
2025-05-11,AR,63
2025-05-12,AR,39
2025-05-13,AR,44
2025-05-14,AR,135
2025-05-15,AR,140
2025-05-16,AR,289
2025-05-17,AR,47
2025-05-18,AR,25
2025-05-19,AR,27
2025-05-20,AR,51
2025-05-21,AR,58
2025-05-22,AR,93
2025-05-23,AR,243
2025-05-24,AR,317
2025-05-25,AR,58
2025-05-26,AR,128
2025-05-27,AR,432
2025-05-28,AR,51
2025-05-29,AR,42
2025-05-30,AR,141
2025-05-31,AR,61
2025-06-01,AR,39
2025-06-02,AR,47
2025-06-03,AR,104
2025-06-04,AR,142
2025-06-05,AR,111
2025-06-06,AR,47
2025-06-07,AR,173
2025-06-08,AR,149
2025-06-09,AR,298
2025-06-10,AR,3423
2025-06-11,AR,1404
2025-06-12,AR,163
2025-06-13,AR,215
2025-06-14,AR,348
2025-06-15,AR,237
2025-06-16,AR,144
2025-06-17,AR,188
2025-06-18,AR,93
2025-06-19,AR,86
2025-06-20,AR,420
2025-06-21,AR,56
2025-06-22,AR,55
2025-06-23,AR,51
2025-06-24,AR,148
2025-06-25,AR,149
2025-06-26,AR,64
2025-06-27,AR,307
2025-06-28,AR,129
2025-06-29,AR,56
2025-06-30,AR,178
2025-07-01,AR,147
2025-07-02,AR,45
2025-07-03,AR,24
2025-07-04,AR,52
2025-07-05,AR,57
2025-07-06,AR,60
2025-07-07,AR,63
2025-07-08,AR,150
2025-07-09,AR,60
2025-07-10,AR,39
2025-07-11,AR,90
2025-07-12,AR,66
2025-07-13,AR,42
2025-07-14,AR,118
2025-07-15,AR,195
2025-07-16,AR,99
2025-07-17,AR,234
2025-07-18,AR,83
2025-07-19,AR,145
2025-07-20,AR,63
2025-07-21,AR,74
2025-07-22,AR,36
2025-07-23,AR,171
2025-07-24,AR,61
2025-07-25,AR,78
2025-07-26,AR,63
2025-07-27,AR,44
2025-07-28,AR,54
2025-07-29,AR,69
2025-07-30,AR,299
2025-07-31,AR,58
2025-08-01,AR,57
2025-08-02,AR,79
2025-08-03,AR,71
2025-08-04,AR,57
2025-08-05,AR,54
2025-08-06,AR,42
2025-08-07,AR,235
2025-08-08,AR,108
2025-08-09,AR,42
2025-08-10,AR,56
2025-08-11,AR,47
2025-08-12,AR,31
2025-08-13,AR,633
2025-08-14,AR,83
2025-08-15,AR,104
2025-08-16,AR,52
2025-08-17,AR,54
2025-08-18,AR,56
2025-08-19,AR,40
2025-08-20,AR,48
2025-08-21,AR,82
2025-08-22,AR,41
2025-08-23,AR,30
2025-08-24,AR,40
2025-08-25,AR,104
2025-08-26,AR,221
2025-08-27,AR,80
2025-08-28,AR,55
2025-08-29,AR,75
2025-08-30,AR,56
2025-08-31,AR,93
2025-09-01,AR,355
2025-09-02,AR,119
2025-09-03,AR,128
2025-09-04,AR,325
2025-09-05,AR,498
2025-09-06,AR,245
2025-09-07,AR,99
2025-09-08,AR,90
2025-09-09,AR,538
2025-09-10,AR,311
2025-09-11,AR,102
2025-09-12,AR,115
2025-09-13,AR,140
2025-09-14,AR,107
2025-09-15,AR,141
2025-09-16,AR,106
2025-09-17,AR,189
2025-09-18,AR,142
2025-09-19,AR,109
2025-09-20,AR,227
2025-09-21,AR,392
2025-09-22,AR,137
2025-09-23,AR,94
2025-09-24,AR,81
2025-09-25,AR,156
2025-09-26,AR,144
2025-09-27,AR,142
2025-09-28,AR,203
2025-09-29,AR,78
2025-09-30,AR,161
2025-10-01,AR,124
2025-10-02,AR,111
2025-10-03,AR,59
2025-10-04,AR,98
2025-10-05,AR,106
2025-10-06,AR,213
2025-10-07,AR,106
2025-10-08,AR,118
2025-10-09,AR,245
2025-10-10,AR,166
2025-10-11,AR,74
2025-10-12,AR,93
2025-10-13,AR,68
2025-10-14,AR,206
2025-10-15,AR,96
2025-10-16,AR,71
2025-10-17,AR,78
2025-10-18,AR,67
2025-10-19,AR,62
2025-10-20,AR,130
2025-10-21,AR,168
2025-10-22,AR,112
2025-10-23,AR,165
2025-10-24,AR,87
2025-10-25,AR,80
2025-10-26,AR,90
2025-10-27,AR,82
2025-10-28,AR,60
2025-10-29,AR,345
2025-10-30,AR,295
2025-10-31,AR,246
2025-11-01,AR,127
2025-11-02,AR,136
2025-11-03,AR,196
2025-11-04,AR,232
2025-11-05,AR,290
2025-11-06,AR,251
2025-11-07,AR,127
2025-11-08,AR,111
2025-11-09,AR,71
2025-11-10,AR,107
2025-11-11,AR,655
2025-11-12,AR,129
2025-11-13,AR,122
2025-11-14,AR,124
2025-11-15,AR,100
2025-11-16,AR,147
2025-11-17,AR,128
2025-11-18,AR,299
2025-11-19,AR,170
2025-11-20,AR,159
2025-11-21,AR,160
2025-11-22,AR,111
2025-11-23,AR,165
2025-11-24,AR,181
2025-11-25,AR,117
2025-11-26,AR,141
2025-11-27,AR,123
2025-11-28,AR,137
2025-11-29,AR,135
2025-11-30,AR,130
2025-12-01,AR,121
2025-12-02,AR,180
2025-12-03,AR,185
2025-12-04,AR,90
2025-12-05,AR,131
2025-12-06,AR,100
2025-12-07,AR,115
2025-12-08,AR,159
2025-12-09,AR,292
2025-12-10,AR,326
2025-12-11,AR,358
2025-12-12,AR,294
2025-12-13,AR,189
2025-12-14,AR,245
2025-12-15,AR,494
2025-12-16,AR,486
2025-12-17,AR,291
2025-12-18,AR,121
2025-12-19,AR,546
2025-12-20,AR,382
2025-12-21,AR,257
2025-12-22,AR,145
2025-12-23,AR,353
2025-12-24,AR,340
2025-12-25,AR,117
2025-12-26,AR,349
2025-12-27,AR,304
2025-12-28,AR,595
2025-12-29,AR,349
2025-12-30,AR,214
2025-12-31,AR,384
2026-01-01,AR,119
2026-01-02,AR,130
2026-01-03,AR,426
2026-01-04,AR,158
2026-01-05,AR,185
2026-01-06,AR,605
2026-01-07,AR,204
2026-01-08,AR,546
2026-01-09,AR,186
2026-01-10,AR,284
2026-01-11,AR,212
2026-01-12,AR,308
2026-01-13,AR,205
2026-01-14,AR,446
2026-01-15,AR,383
2026-01-16,AR,174
2026-01-17,AR,295
2026-01-18,AR,315
2026-01-19,AR,116
2026-01-20,AR,176
2026-01-21,AR,342
2026-01-22,AR,117
2026-01-23,AR,348
2026-01-24,AR,184
2026-01-25,AR,140
2026-01-26,AR,232
2026-01-27,AR,301
2026-01-28,AR,142
2026-01-29,AR,162
2026-01-30,AR,363
2026-01-31,AR,308
2026-02-01,AR,276
2026-02-02,AR,240
2026-02-03,AR,147
2026-02-04,AR,210
2026-02-05,AR,208
2026-02-06,AR,291
2026-02-07,AR,187
2026-02-08,AR,121
2026-02-09,AR,191
2026-02-10,AR,138
2026-02-11,AR,165
2026-02-12,AR,219
2026-02-13,AR,213
2026-02-14,AR,152
2026-02-15,AR,241
2026-02-16,AR,292
2026-02-17,AR,397
2026-02-18,AR,299
2026-02-19,AR,365
2026-02-20,AR,283
2026-02-21,AR,20452
2026-02-22,AR,12346
2026-02-23,AR,16425
2026-02-24,AR,10071
2026-02-25,AR,12686
2026-02-26,AR,9370
2026-02-27,AR,6612
2026-02-28,AR,7000
2026-03-01,AR,5409
2026-03-02,AR,856
2026-03-03,AR,688
2026-03-04,AR,722
2026-03-05,AR,841
2026-03-06,AR,386
2026-03-07,AR,437
2026-03-08,AR,408
2026-03-09,AR,380
2026-03-10,AR,468
2026-03-11,AR,2255
2026-03-12,AR,3871
2026-03-13,AR,2119
2026-03-14,AR,5928
2026-03-15,AR,13429
2026-03-16,AR,11324
2026-03-17,AR,4917
2026-03-18,AR,1604
2026-03-19,AR,1074
2026-03-20,AR,707
2026-03-21,AR,1920
2026-03-22,AR,431
2026-03-23,AR,1001
2026-03-24,AR,1338
2026-03-25,AR,1225
2026-03-26,AR,2792
2026-03-27,AR,1696
2026-03-28,AR,3557
2026-03-29,AR,2932
2026-03-30,AR,2831
2026-03-31,AR,5170
2026-04-01,AR,6791
2026-04-02,AR,6655
2026-04-03,AR,2808
2026-04-04,AR,2449
2026-04-05,AR,2620
2026-04-06,AR,1706
2026-04-07,AR,1779
2026-04-08,AR,758
2026-04-09,AR,593
2026-04-10,AR,688
2026-04-11,AR,780
2026-04-12,AR,0
2025-04-13,AT,0
2025-04-14,AT,0
2025-04-15,AT,0
2025-04-16,AT,0
2025-04-17,AT,0
2025-04-18,AT,0
2025-04-19,AT,0
2025-04-20,AT,0
2025-04-21,AT,0
2025-04-22,AT,0
2025-04-23,AT,0
2025-04-24,AT,0
2025-04-25,AT,0
2025-04-26,AT,0
2025-04-27,AT,0
2025-04-28,AT,0
2025-04-29,AT,0
2025-04-30,AT,0
2025-05-01,AT,0
2025-05-02,AT,0
2025-05-03,AT,0
2025-05-04,AT,0
2025-05-05,AT,0
2025-05-06,AT,0
2025-05-07,AT,0
2025-05-08,AT,0
2025-05-09,AT,0
2025-05-10,AT,0
2025-05-11,AT,0
2025-05-12,AT,0
2025-05-13,AT,0
2025-05-14,AT,0
2025-05-15,AT,0
2025-05-16,AT,0
2025-05-17,AT,0
2025-05-18,AT,0
2025-05-19,AT,0
2025-05-20,AT,0
2025-05-21,AT,0
2025-05-22,AT,0
2025-05-23,AT,0
2025-05-24,AT,0
2025-05-25,AT,0
2025-05-26,AT,0
2025-05-27,AT,0
2025-05-28,AT,0
2025-05-29,AT,0
2025-05-30,AT,0
2025-05-31,AT,0
2025-06-01,AT,0
2025-06-02,AT,0
2025-06-03,AT,0
2025-06-04,AT,0
2025-06-05,AT,0
2025-06-06,AT,0
2025-06-07,AT,0
2025-06-08,AT,0
2025-06-09,AT,0
2025-06-10,AT,0
2025-06-11,AT,0
2025-06-12,AT,0
2025-06-13,AT,0
2025-06-14,AT,0
2025-06-15,AT,0
2025-06-16,AT,0
2025-06-17,AT,0
