Data,Conteúdo,Título do vídeo,Horário de publicação do vídeo,Duração,Visualizações
2025-06-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,61
2025-06-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,75
2025-06-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,99
2025-06-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,126
2025-06-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,64
2025-06-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,61
2025-06-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,49
2025-06-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,55
2025-06-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,79
2025-06-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,70
2025-06-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,66
2025-06-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,88
2025-06-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,54
2025-06-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,47
2025-06-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,53
2025-06-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,58
2025-06-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,69
2025-06-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,64
2025-06-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-06-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,59
2025-06-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,43
2025-06-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,52
2025-07-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,56
2025-07-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,55
2025-07-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-07-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,68
2025-07-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,61
2025-07-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-07-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,48
2025-07-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-07-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,32
2025-07-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,43
2025-07-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,42
2025-07-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,46
2025-07-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,57
2025-07-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-07-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,65
2025-07-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,37
2025-07-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
2025-07-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,40
2025-07-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-07-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
2025-07-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,36
2025-07-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,51
2025-07-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,60
2025-07-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-07-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,33
2025-07-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,32
2025-07-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,55
2025-07-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,46
2025-07-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-07-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-07-31,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-08-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-08-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-08-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,29
2025-08-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-08-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,23
2025-08-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,18
2025-08-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,25
2025-08-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,27
2025-08-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,32
2025-08-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,19
2025-08-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-08-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,37
2025-08-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-08-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,45
2025-08-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,40
2025-08-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-08-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-08-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,37
2025-08-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,20
2025-08-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-08-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-08-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,16
2025-08-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-08-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,23
2025-08-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,35
2025-08-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,18
2025-08-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,27
2025-08-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-08-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,13
2025-08-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,27
2025-08-31,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,29
2025-09-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-09-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,20
2025-09-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,18
2025-09-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,22
2025-09-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,20
2025-09-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,13
2025-09-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,20
2025-09-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,37
2025-09-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-09-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-09-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,23
2025-09-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,23
2025-09-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-09-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,13
2025-09-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-09-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-09-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,13
2025-09-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-09-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,17
2025-09-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,13
2025-09-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,32
2025-09-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-09-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,15
2025-09-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-09-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-09-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-09-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,36
2025-09-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-09-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-09-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,35
2025-10-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
2025-10-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-10-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-10-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-10-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-10-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-10-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-10-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,25
2025-10-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,33
2025-10-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,38
2025-10-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-10-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,43
2025-10-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-10-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,29
2025-10-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,42
2025-10-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,17
2025-10-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-10-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-10-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-10-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,36
2025-10-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,23
2025-10-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-10-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,21
2025-10-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-10-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,28
2025-10-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,22
2025-10-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-10-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-10-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,32
2025-10-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,24
2025-10-31,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-11-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,27
2025-11-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,25
2025-11-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,14
2025-11-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2025-11-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,36
2025-11-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-11-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-11-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,33
2025-11-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,52
2025-11-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,47
2025-11-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-11-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
2025-11-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-11-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,45
2025-11-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,33
2025-11-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
2025-11-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,78
2025-11-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,59
2025-11-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,77
2025-11-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,54
2025-11-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,48
2025-11-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,40
2025-11-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-11-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,54
2025-11-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,45
2025-11-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,67
2025-11-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,55
2025-11-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,62
2025-11-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-11-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-12-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,50
2025-12-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,48
2025-12-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,54
2025-12-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,45
2025-12-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,63
2025-12-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,45
2025-12-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,58
2025-12-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,62
2025-12-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,46
2025-12-10,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,76
2025-12-11,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,51
2025-12-12,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,38
2025-12-13,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,31
2025-12-14,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,35
2025-12-15,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,64
2025-12-16,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,40
2025-12-17,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-12-18,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,49
2025-12-19,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,61
2025-12-20,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,43
2025-12-21,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,58
2025-12-22,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-12-23,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2025-12-24,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,53
2025-12-25,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,38
2025-12-26,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,43
2025-12-27,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,39
2025-12-28,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,30
2025-12-29,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,38
2025-12-30,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2025-12-31,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2026-01-01,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2026-01-02,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2026-01-03,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,34
2026-01-04,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,26
2026-01-05,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,37
2026-01-06,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,41
2026-01-07,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,42
2026-01-08,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,57
2026-01-09,8c1UKsqunzo,Lançamento Xiaomi Redmi A5,"Mar 28, 2025",36,44
